current_lose_streak,current_win_streak,draw,avg_BODY_att,avg_BODY_landed,avg_CLINCH_att,avg_CLINCH_landed,avg_DISTANCE_att,avg_DISTANCE_landed,avg_GROUND_att,avg_GROUND_landed,avg_HEAD_att,avg_HEAD_landed,avg_KD,avg_LEG_att,avg_LEG_landed,avg_PASS,avg_REV,avg_SIG_STatt,avg_SIG_STlanded,avg_SIG_STpct,avg_SUB_ATT,avg_TD_att,avg_TD_landed,avg_TD_pct,avg_TOTAL_STatt,avg_TOTAL_STlanded,longest_win_streak,losses,avg_opp_BODY_att,avg_opp_BODY_landed,avg_opp_CLINCH_att,avg_opp_CLINCH_landed,avg_opp_DISTANCE_att,avg_opp_DISTANCE_landed,avg_opp_GROUND_att,avg_opp_GROUND_landed,avg_opp_HEAD_att,avg_opp_HEAD_landed,avg_opp_KD,avg_opp_LEG_att,avg_opp_LEG_landed,avg_opp_PASS,avg_opp_REV,avg_opp_SIG_STatt,avg_opp_SIG_STlanded,avg_opp_SIG_STpct,avg_opp_SUB_ATT,avg_opp_TD_att,avg_opp_TD_landed,avg_opp_TD_pct,avg_opp_TOTAL_STatt,avg_opp_TOTAL_STlanded,total_rounds_fought,total_time_fought(seconds),total_title_bouts,win_by_Decision_Majority,win_by_Decision_Split,win_by_Decision_Unanimous,win_by_KO/TKO,win_by_Submission,win_by_TKO_Doctor_Stoppage,wins,Stance,Height_cms,Reach_cms,Weight_lbs,age,Name,Encode_IDs
1.0,0.0,0.0,12.466666666666667,7.666666666666668,3.0,1.8666666666666667,69.6,30.33333333333333,4.933333333333334,3.333333333333333,60.46666666666667,23.73333333333333,0.2,4.6,4.133333333333334,0.9333333333333332,0.5333333333333333,77.53333333333333,35.53333333333333,0.4753333333333334,0.6666666666666666,1.2,0.5333333333333333,0.14400000000000002,96.86666666666666,54.06666666666667,5.0,7.0,16.333333333333332,11.266666666666667,7.8,5.8,75.93333333333334,32.46666666666667,7.933333333333334,4.733333333333333,63.33333333333334,21.73333333333333,0.06666666666666668,12.0,10.0,1.5333333333333334,0.13333333333333333,91.66666666666669,43.0,0.4226666666666665,0.0,5.4,2.533333333333333,0.3453333333333334,112.6,61.46666666666667,38.0,680.6,4.0,0.0,1.0,1.0,2.0,4.0,0.0,8.0,Orthodox,177.8,182.88,170.0,32.0,Anthony Pettis,127
0.0,3.0,0.0,3.727272727272727,2.9090909090909087,5.090909090909091,3.272727272727273,72.81818181818181,26.272727272727273,4.363636363636363,3.272727272727273,73.54545454545455,25.54545454545455,0.18181818181818185,5.0,4.363636363636363,1.9090909090909087,0.2727272727272727,82.27272727272727,32.81818181818182,0.379090909090909,1.0,2.8181818181818183,0.7272727272727273,0.2254545454545455,98.9090909090909,46.36363636363637,3.0,4.0,16.363636363636363,11.545454545454545,5.545454545454546,4.2727272727272725,74.0,29.272727272727273,1.0909090909090908,0.8181818181818182,52.72727272727273,14.181818181818182,0.0,11.545454545454545,8.636363636363637,1.0909090909090908,0.18181818181818185,80.63636363636364,34.36363636363637,0.3918181818181818,0.3636363636363637,1.9090909090909087,0.8181818181818182,0.19363636363636366,90.27272727272728,42.81818181818182,29.0,713.0909090909091,0.0,0.0,0.0,3.0,1.0,3.0,0.0,7.0,Orthodox,182.88,185.42,170.0,29.0,Anthony Rocco Martin,128
1.0,0.0,0.0,9.272727272727273,6.1818181818181825,6.8181818181818175,5.2727272727272725,57.18181818181818,25.90909090909091,2.636363636363636,2.0,53.36363636363637,23.272727272727273,0.4545454545454545,4.0,3.727272727272727,0.4545454545454545,0.18181818181818185,66.63636363636364,33.18181818181818,0.5072727272727273,0.3636363636363637,1.2727272727272727,0.3636363636363637,0.09636363636363636,71.45454545454545,37.63636363636363,3.0,4.0,11.545454545454545,9.090909090909092,9.363636363636363,6.454545454545454,55.09090909090909,26.363636363636363,18.09090909090909,14.636363636363635,57.90909090909091,26.45454545454545,0.18181818181818185,13.090909090909092,11.909090909090908,1.0,0.09090909090909093,82.54545454545455,47.45454545454545,0.4954545454545455,0.09090909090909093,2.9090909090909087,1.4545454545454546,0.3272727272727273,118.1818181818182,80.45454545454545,27.0,625.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,7.0,Orthodox,193.04,193.04,205.0,30.0,Anthony Smith,129
0.0,1.0,0.0,1.0,1.0,6.0,3.0,14.0,5.0,3.0,3.0,22.0,10.0,0.0,0.0,0.0,1.0,0.0,23.0,11.0,0.47,1.0,0.0,0.0,0.0,48.0,35.0,1.0,0.0,3.0,3.0,5.0,4.0,21.0,9.0,0.0,0.0,21.0,8.0,0.0,2.0,2.0,0.0,0.0,26.0,13.0,0.5,0.0,1.0,0.0,0.0,33.0,20.0,1.0,157.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Orthodox,172.72,,170.0,29.0,Anthony Torres,130
0.0,1.0,0.0,15.5,11.5,8.0,6.0,65.0,19.5,11.0,8.0,66.0,20.0,0.0,2.5,2.0,2.0,1.0,84.0,33.5,0.4350000000000001,0.5,1.5,1.5,0.5,105.0,52.5,1.0,1.0,8.0,6.5,6.0,4.5,54.0,18.5,7.5,5.0,51.0,15.0,0.0,8.5,6.5,1.0,0.5,67.5,28.0,0.35,0.5,11.5,3.5,0.315,90.5,47.5,6.0,900.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Orthodox,172.72,182.88,155.0,28.0,Anton Kuivanen,131
1.0,0.0,0.0,8.0,6.0,7.0,5.0,11.0,5.0,7.0,7.0,14.0,8.0,0.0,3.0,3.0,1.0,0.0,25.0,17.0,0.68,0.0,3.0,1.0,0.33,40.0,31.0,0.0,1.0,4.0,3.0,2.0,1.0,11.0,8.0,8.0,2.0,14.0,5.0,1.0,3.0,3.0,0.0,0.0,21.0,11.0,0.52,0.0,0.0,0.0,0.0,23.0,13.0,1.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,180.34,182.88,170.0,29.0,Anton Zafir,132
1.0,0.0,0.0,5.857142857142858,5.0,12.857142857142858,9.714285714285714,13.428571428571427,7.428571428571429,3.8571428571428568,3.571428571428572,20.285714285714285,12.0,0.42857142857142855,4.0,3.7142857142857135,0.14285714285714285,0.14285714285714285,30.142857142857146,20.714285714285715,0.6385714285714286,0.42857142857142855,0.0,0.0,0.0,36.714285714285715,26.714285714285715,3.0,3.0,2.4285714285714284,2.142857142857143,6.857142857142858,5.142857142857143,13.571428571428573,5.7142857142857135,12.714285714285715,7.428571428571429,26.714285714285715,12.714285714285715,0.2857142857142857,4.0,3.4285714285714284,1.5714285714285714,0.0,33.142857142857146,18.285714285714285,0.48,0.14285714285714285,2.8571428571428568,1.7142857142857142,0.6085714285714285,62.42857142857143,42.0,12.0,374.57142857142856,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,Orthodox,193.04,198.12,245.0,33.0,Antoni Hardonk,133
0.0,1.0,0.0,26.0,18.0,19.0,14.0,106.0,46.0,9.0,6.0,101.0,41.0,0.0,7.0,7.0,1.0,0.0,134.0,66.0,0.49,0.0,2.0,2.0,1.0,167.0,87.0,1.0,0.0,5.0,5.0,12.0,7.0,116.0,26.0,0.0,0.0,113.0,18.0,0.0,10.0,10.0,0.0,0.0,128.0,33.0,0.25,0.0,0.0,0.0,0.0,188.0,85.0,3.0,900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Southpaw,172.72,170.18,125.0,34.0,Antonina Shevchenko,134
0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,165.1,160.02,135.0,31.0,Antonio Banuelos,135
1.0,0.0,0.0,1.0,0.5,1.5,1.5,16.5,4.5,5.5,5.0,22.0,10.0,0.0,0.5,0.5,4.0,0.5,23.5,11.0,0.45,0.5,5.5,2.0,0.35,55.0,39.5,1.0,1.0,9.0,7.0,1.5,1.0,43.5,19.5,3.5,2.0,37.5,14.5,0.0,2.0,1.0,0.0,1.0,48.5,22.5,0.385,0.0,0.5,0.5,0.5,53.5,27.5,4.0,506.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Orthodox,190.5,195.58,185.0,30.0,Antonio Braga Neto,136
0.0,4.0,0.0,6.666666666666668,4.666666666666667,3.6666666666666665,2.6666666666666665,37.22222222222222,13.777777777777779,9.444444444444443,6.5555555555555545,40.22222222222222,15.222222222222221,0.0,3.4444444444444446,3.111111111111111,2.555555555555556,0.1111111111111111,50.33333333333334,23.0,0.4344444444444445,0.6666666666666666,6.111111111111112,2.7777777777777777,0.4833333333333333,74.0,42.66666666666666,4.0,3.0,3.888888888888889,2.4444444444444446,1.3333333333333333,0.8888888888888888,25.555555555555557,6.666666666666668,17.11111111111111,11.888888888888891,36.111111111111114,14.222222222222221,0.0,4.0,2.7777777777777777,0.8888888888888888,0.0,44.0,19.444444444444443,0.33,0.3333333333333333,1.3333333333333333,0.5555555555555556,0.16666666666666666,77.66666666666667,50.22222222222222,21.0,634.2222222222222,1.0,0.0,0.0,2.0,0.0,4.0,0.0,6.0,Orthodox,187.96,200.66,185.0,29.0,Antonio Carlos Junior,137
0.0,2.0,0.0,5.333333333333333,3.0,2.333333333333333,1.3333333333333333,103.0,28.66666666666667,3.333333333333333,1.6666666666666667,82.33333333333333,12.666666666666664,0.3333333333333333,21.0,16.0,1.3333333333333333,0.0,108.66666666666669,31.66666666666667,0.33,0.0,1.0,0.0,0.0,119.33333333333331,41.0,2.0,1.0,8.0,6.0,2.333333333333333,1.3333333333333333,95.33333333333331,34.0,2.333333333333333,1.3333333333333333,78.66666666666667,24.0,0.0,13.333333333333336,6.666666666666668,0.3333333333333333,0.0,100.0,36.66666666666666,0.3633333333333333,0.0,0.0,0.0,0.0,107.33333333333331,43.0,7.0,623.6666666666666,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,Orthodox,175.26,172.72,145.0,33.0,Antonio Carvalho,138
1.0,0.0,0.0,8.0,5.0,4.0,3.0,64.0,32.0,5.0,2.0,56.0,23.0,1.0,9.0,9.0,1.0,0.0,73.0,37.0,0.5,0.0,0.0,0.0,0.0,75.0,39.0,0.0,1.0,5.0,5.0,0.0,0.0,46.0,24.0,0.0,0.0,33.0,11.0,0.0,8.0,8.0,0.0,0.0,46.0,24.0,0.52,0.0,2.0,0.0,0.0,46.0,24.0,2.0,361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,177.8,182.88,185.0,26.0,Antonio Dos Santos,139
0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,172.72,,155.0,40.0,Antonio McKee,140
1.0,0.0,0.0,4.0,4.0,5.0,3.0,6.0,2.0,1.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,5.0,0.41,0.0,2.0,1.0,0.5,15.0,8.0,0.0,1.0,5.0,5.0,3.0,3.0,2.0,1.0,18.0,15.0,18.0,14.0,0.0,0.0,0.0,2.0,0.0,23.0,19.0,0.82,1.0,0.0,0.0,0.0,24.0,20.0,1.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,190.5,195.58,205.0,27.0,Antonio Mendes,141
2.0,0.0,0.0,4.3,2.9,6.0,3.9,22.8,10.8,3.3,2.0,23.2,10.1,0.4,4.6,3.7,0.3,0.0,32.1,16.7,0.441,0.0,0.8,0.0,0.0,42.2,25.2,2.0,7.0,5.1,4.5,3.6,2.6,28.2,14.4,14.5,10.5,39.7,21.5,0.6,1.5,1.5,0.7,0.0,46.3,27.5,0.5860000000000001,0.0,1.2,0.5,0.273,64.2,43.4,17.0,348.6,1.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,Orthodox,193.04,203.2,264.0,37.0,Antonio Silva,142
0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,160.02,170.18,125.0,24.0,Ariane Lipski,143
0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,167.64,167.64,125.0,27.0,Ariel Beck,144
0.0,1.0,0.0,2.0,1.6666666666666667,9.0,6.0,33.333333333333336,15.0,8.333333333333334,5.666666666666668,47.33333333333334,24.0,0.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,0.0,50.66666666666666,26.66666666666667,0.51,0.0,2.0,1.3333333333333333,0.7200000000000001,98.66666666666669,67.0,1.0,1.0,11.0,7.666666666666668,8.0,5.333333333333333,66.66666666666667,23.33333333333333,1.3333333333333333,0.6666666666666666,55.33333333333334,12.333333333333336,0.0,9.666666666666666,9.333333333333334,0.0,0.0,76.0,29.33333333333333,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.0,0.0,89.33333333333331,42.333333333333336,8.0,739.6666666666665,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,Orthodox,185.42,190.5,245.0,32.0,Arjan Bhullar,145
0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,170.18,182.88,155.0,22.0,Arman Tsarukyan,146
0.0,4.0,0.0,9.5,5.25,6.0,2.25,70.5,19.75,8.5,6.75,73.0,22.0,0.25,2.5,1.5,1.75,0.0,85.0,28.75,0.3375,0.75,3.5,2.0,0.4375,104.5,46.5,4.0,0.0,6.25,4.0,5.5,3.5,47.5,17.5,4.25,3.25,46.0,16.25,0.0,5.0,4.0,2.25,0.25,57.25,24.25,0.41,0.75,9.0,3.0,0.3325,100.75,59.5,12.0,815.5,0.0,0.0,1.0,1.0,0.0,2.0,0.0,4.0,Southpaw,172.72,177.8,145.0,25.0,Arnold Allen,147
0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,185.42,,196.0,30.0,Art Jimmerson,148
2.0,0.0,0.0,17.166666666666668,9.833333333333334,6.0,2.6666666666666665,124.16666666666669,52.66666666666666,1.1666666666666667,1.0,93.16666666666669,29.0,0.0,21.0,17.5,0.3333333333333333,0.0,131.33333333333334,56.33333333333334,0.3766666666666667,0.0,2.0,0.5,0.20833333333333331,144.5,67.5,2.0,4.0,25.16666666666667,16.333333333333332,11.166666666666664,7.5,132.0,62.83333333333334,7.0,5.5,104.83333333333331,40.66666666666666,0.3333333333333333,20.166666666666668,18.83333333333333,1.8333333333333333,0.0,150.16666666666666,75.83333333333333,0.4666666666666666,0.16666666666666666,4.0,1.8333333333333333,0.3733333333333333,198.16666666666663,119.33333333333331,20.0,1000.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,Southpaw,175.26,165.1,145.0,32.0,Artem Lobov,149
0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,177.8,,225.0,,Asbel Cancio,150
1.0,0.0,0.0,2.0,2.0,0.0,0.0,21.0,10.0,2.0,2.0,11.0,2.0,0.0,10.0,8.0,0.0,0.0,23.0,12.0,0.52,0.0,3.0,1.0,0.33,29.0,15.0,0.0,1.0,11.0,7.0,9.0,5.0,34.0,15.0,44.0,36.0,73.0,46.0,0.0,3.0,3.0,10.0,0.0,87.0,56.0,0.64,4.0,2.0,2.0,1.0,107.0,73.0,3.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,167.64,170.18,125.0,32.0,Ashkan Mokhtarian,151
0.0,1.0,0.0,23.16666666666667,16.0,18.33333333333333,13.333333333333336,118.83333333333331,34.833333333333336,8.333333333333334,6.166666666666668,111.16666666666669,28.83333333333333,0.0,11.166666666666664,9.5,0.8333333333333334,0.0,145.5,54.33333333333334,0.43166666666666653,0.0,3.0,0.8333333333333334,0.275,164.5,70.33333333333333,2.0,3.0,9.5,7.666666666666668,11.166666666666664,7.333333333333332,92.0,32.5,1.3333333333333333,0.6666666666666666,85.0,24.0,0.0,10.0,8.833333333333334,0.16666666666666666,0.0,104.5,40.5,0.4466666666666667,0.5,1.5,0.5,0.2833333333333333,113.0,48.0,14.0,656.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,Orthodox,172.72,170.18,125.0,31.0,Ashlee Evans-Smith,152
3.0,0.0,0.0,24.66666666666667,12.666666666666664,10.0,6.666666666666668,109.33333333333331,32.333333333333336,2.6666666666666665,1.6666666666666667,91.33333333333331,23.0,0.3333333333333333,6.0,5.0,2.6666666666666665,1.0,122.0,40.66666666666666,0.3233333333333333,0.0,2.6666666666666665,1.3333333333333333,0.3333333333333333,152.66666666666666,68.0,0.0,3.0,19.0,12.666666666666664,12.333333333333336,10.666666666666666,99.33333333333331,41.333333333333336,5.0,4.0,77.33333333333333,25.33333333333333,0.0,20.33333333333333,18.0,0.6666666666666666,0.6666666666666666,116.66666666666669,56.0,0.4733333333333333,0.6666666666666666,2.6666666666666665,1.0,0.7200000000000001,128.0,66.66666666666667,9.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,170.18,175.26,115.0,31.0,Ashley Yoder,153
0.0,2.0,0.0,8.5,7.0,10.5,7.5,18.0,4.5,38.0,26.0,58.0,31.0,0.0,0.0,0.0,1.5,0.0,66.5,38.0,0.555,0.0,0.5,0.5,0.5,84.0,52.0,2.0,0.0,18.0,15.5,24.0,20.0,16.0,5.0,0.0,0.0,16.0,4.5,0.0,6.0,5.0,0.0,0.0,40.0,25.0,0.6000000000000001,0.0,0.5,0.0,0.0,47.5,32.5,3.0,329.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,Orthodox,167.64,167.64,135.0,24.0,Aspen Ladd,154
2.0,0.0,0.0,14.5,10.5,3.5,2.5,43.5,19.0,1.0,1.0,24.0,5.0,0.0,9.5,7.0,0.0,0.0,48.0,22.5,0.485,0.0,3.0,0.5,0.5,52.5,27.0,0.0,2.0,15.0,11.5,10.0,7.0,115.5,38.5,1.0,1.0,102.0,27.0,0.0,9.5,8.0,0.0,0.0,126.5,46.5,0.32,0.5,0.0,0.0,0.0,152.5,72.5,4.0,529.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,177.8,,241.0,32.0,Assuerio Silva,155
0.0,1.0,0.0,4.5,3.0,10.0,6.5,62.5,20.0,1.0,0.0,60.5,19.0,0.0,8.5,4.5,0.5,0.0,73.5,26.5,0.33,0.0,4.5,2.0,0.22,90.0,42.5,1.0,1.0,13.0,6.5,9.0,6.5,63.0,18.0,1.5,1.0,52.5,12.0,1.0,8.0,7.0,0.0,0.0,73.5,25.5,0.315,0.0,2.0,0.0,0.0,78.5,30.0,4.0,579.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Orthodox,167.64,165.1,135.0,34.0,Augusto Mendes,156
1.0,0.0,0.0,11.5,7.5,20.5,14.5,29.5,9.0,3.5,2.0,36.0,14.0,0.0,6.0,4.0,0.0,0.0,53.5,25.5,0.475,0.0,0.0,0.0,0.0,58.0,30.0,1.0,1.0,2.0,0.0,6.5,2.0,24.0,10.5,0.0,0.0,17.5,4.0,0.0,11.0,8.5,2.5,0.0,30.5,12.5,0.405,0.0,10.0,2.5,0.28,48.5,27.5,4.0,595.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orthodox,185.42,185.42,170.0,31.0,Augusto Montano,157
0.0,1.0,0.0,35.0,21.0,38.0,30.0,167.0,69.0,13.0,12.0,169.0,81.0,0.0,14.0,9.0,1.0,0.0,218.0,111.0,0.5,0.0,1.0,1.0,1.0,233.0,125.0,1.0,0.0,36.0,24.0,13.0,6.0,165.0,73.0,0.0,0.0,120.0,37.0,0.0,22.0,18.0,0.0,0.0,178.0,79.0,0.44,0.0,0.0,0.0,0.0,183.0,84.0,3.0,843.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orthodox,190.5,195.58,265.0,27.0,Augusto Sakai,158
0.0,1.0,0.0,16.0,11.333333333333336,9.666666666666666,6.0,74.33333333333333,31.0,7.333333333333332,6.0,74.66666666666667,31.33333333333333,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,91.33333333333331,43.0,0.4366666666666667,0.0,3.6666666666666665,0.6666666666666666,0.38666666666666666,100.66666666666669,51.0,1.0,2.0,21.66666666666667,13.666666666666664,17.666666666666668,10.333333333333334,108.33333333333331,46.33333333333334,8.0,5.0,90.33333333333331,29.0,0.3333333333333333,22.0,19.0,0.3333333333333333,0.3333333333333333,134.0,61.66666666666666,0.44333333333333336,0.0,1.6666666666666667,1.0,0.5533333333333333,147.33333333333334,73.0,8.0,776.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orthodox,182.88,182.88,145.0,27.0,Austin Arnett,159
0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,177.8,180.34,155.0,27.0,Austin Hubbard,160
1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,2.0,5.0,2.0,11.0,3.0,0.0,1.0,1.0,0.0,0.0,13.0,4.0,0.3,0.0,1.0,1.0,1.0,28.0,18.0,0.0,1.0,3.0,1.0,0.0,0.0,8.0,4.0,2.0,2.0,5.0,3.0,0.0,2.0,2.0,0.0,0.0,10.0,6.0,0.6,1.0,0.0,0.0,0.0,32.0,25.0,1.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,167.64,167.64,125.0,23.0,Azamat Gashimov,161
7.0,0.0,0.0,6.884615384615384,5.9230769230769225,10.26923076923077,7.6923076923076925,54.96153846153846,22.07692307692308,8.76923076923077,6.1923076923076925,64.76923076923077,27.961538461538463,0.2692307692307692,2.3461538461538463,2.0769230769230766,1.6923076923076923,0.038461538461538464,74.0,35.96153846153846,0.5284615384615384,0.4615384615384616,1.7307692307692308,1.0,0.3161538461538462,109.3846153846154,69.84615384615384,3.0,14.0,13.038461538461537,8.807692307692307,9.576923076923077,5.9230769230769225,80.07692307692308,30.19230769230769,12.846153846153848,8.461538461538463,79.46153846153847,28.5,0.038461538461538464,10.0,7.269230769230768,0.8461538461538461,0.3461538461538461,102.5,44.57692307692307,0.4146153846153846,0.1153846153846154,5.4230769230769225,1.2692307692307692,0.26307692307692304,145.46153846153842,84.23076923076924,74.0,787.5769230769231,11.0,0.0,0.0,1.0,6.0,4.0,1.0,12.0,Orthodox,175.26,177.8,155.0,40.0,BJ Penn,162
1.0,0.0,0.0,5.0,3.0,0.0,0.0,236.0,71.0,0.0,0.0,216.0,55.0,0.0,15.0,13.0,0.0,0.0,236.0,71.0,0.3,2.0,0.0,0.0,0.0,241.0,75.0,0.0,1.0,4.0,2.0,0.0,0.0,197.0,59.0,0.0,0.0,184.0,49.0,0.0,9.0,8.0,1.0,0.0,197.0,59.0,0.29,0.0,2.0,2.0,1.0,222.0,77.0,3.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,162.56,165.1,125.0,38.0,Barb Honchak,163
2.0,0.0,0.0,6.0,3.333333333333333,2.0,1.3333333333333333,85.33333333333333,25.0,0.3333333333333333,0.3333333333333333,65.33333333333333,14.0,0.3333333333333333,16.333333333333332,9.333333333333334,0.0,0.0,87.66666666666669,26.66666666666667,0.2966666666666667,1.0,0.0,0.0,0.0,92.66666666666669,31.0,1.0,2.0,11.0,7.333333333333332,2.333333333333333,1.6666666666666667,62.0,26.0,25.33333333333333,17.0,69.0,28.33333333333333,0.6666666666666666,9.666666666666666,9.0,2.0,0.3333333333333333,89.66666666666669,44.66666666666666,0.44,0.6666666666666666,3.6666666666666665,1.6666666666666667,0.3,130.0,83.0,7.0,655.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orthodox,175.26,177.8,145.0,29.0,Bart Palaszewski,164
0.0,3.0,0.0,10.0,9.333333333333334,15.666666666666664,14.0,15.0,8.666666666666666,16.0,11.0,33.333333333333336,21.0,0.0,3.333333333333333,3.333333333333333,8.0,0.0,46.66666666666666,33.666666666666664,0.71,0.0,10.333333333333334,7.333333333333332,0.7000000000000001,113.66666666666669,92.33333333333331,3.0,0.0,3.0,1.6666666666666667,8.333333333333334,7.0,26.66666666666667,6.0,2.0,1.6666666666666667,31.33333333333333,10.333333333333334,0.0,2.6666666666666665,2.6666666666666665,0.0,0.0,37.0,14.666666666666664,0.44333333333333336,2.0,1.3333333333333333,0.0,0.0,68.33333333333333,45.33333333333334,9.0,900.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,Orthodox,182.88,190.5,170.0,32.0,Bartosz Fabinski,165
0.0,1.0,0.0,4.0,3.0,15.0,9.0,42.0,18.0,4.0,4.0,50.0,21.0,1.0,7.0,7.0,0.0,0.0,61.0,31.0,0.5,0.0,0.0,0.0,0.0,100.0,70.0,1.0,0.0,5.0,4.0,2.0,2.0,14.0,6.0,31.0,15.0,38.0,16.0,0.0,4.0,3.0,2.0,0.0,47.0,23.0,0.48,0.0,9.0,3.0,0.33,154.0,120.0,2.0,855.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orthodox,185.42,,205.0,34.0,Bas Rutten,166
0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,175.26,187.96,135.0,27.0,Bea Malecki,167
3.0,0.0,0.0,15.333333333333336,8.833333333333334,14.833333333333336,9.833333333333334,95.66666666666669,35.166666666666664,4.166666666666667,3.333333333333333,95.5,36.16666666666666,0.0,3.8333333333333335,3.333333333333333,0.8333333333333334,0.0,114.66666666666669,48.33333333333334,0.435,0.3333333333333333,1.6666666666666667,0.6666666666666666,0.24833333333333335,130.16666666666666,60.83333333333334,2.0,4.0,19.33333333333333,12.833333333333336,10.166666666666666,7.166666666666668,115.33333333333331,48.66666666666666,6.0,4.5,98.33333333333331,36.66666666666666,0.16666666666666666,13.833333333333336,10.833333333333336,1.6666666666666667,0.3333333333333333,131.5,60.33333333333334,0.4550000000000001,0.5,2.5,0.8333333333333334,0.2816666666666667,151.33333333333334,76.5,15.0,694.3333333333335,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,Orthodox,167.64,162.56,125.0,29.0,Bec Rawlings,168
1.0,0.0,0.0,12.375,7.625,5.0,2.75,135.25,53.0,6.625,4.625,122.125,42.125,0.0,12.375,10.625,1.5,0.0,146.875,60.375,0.4,0.125,5.625,1.875,0.335,183.375,90.25,4.0,3.0,16.25,10.25,3.5,2.375,127.125,47.625,5.875,3.5,101.25,27.625,0.75,19.0,15.625,0.25,0.25,136.5,53.5,0.3975,0.125,1.25,0.125,0.02,143.375,60.0,22.0,792.25,0.0,0.0,1.0,3.0,1.0,0.0,0.0,5.0,Orthodox,180.34,182.88,170.0,30.0,Belal Muhammad,169
